title,url,paroles
Je T'aimerai Toujours,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-t-aimerai-toujours.html,"Tu m'envoûtes Et je le redoute Je t'aimerai toujours C'est très grave Je suis ton esclave Je t'aimerai toujours Je n'y peux rien, pourquoi le cacher Prés de toi, je perds toute dignité Car tu peux dire On faire le pire Je t'aimerai toujours Tu peux prendre Mes biens et les vendre Je t'aimerai toujours Chasser même Tous les gens que j'aime Je t'aimerai toujours Être avec moi, perfide et cruelle Je resterai là comme un chien fidèle Et dans ma tête Ces mots se répètent: ""Je t'aimerai toujours"" T'aimer c'est ma raison de vivre La force où je puise mes joies T'aimer c'est la foi qui m'enivre La seule à laquelle je crois C'est la voix qui dicte à ma pensée Qui dirige mes cris et mes pleurs C'est le gouffre où se trouve entraîné Mon cœur Sois volage Même si j'enrage Je t'aimerai toujours En silence Malgré ma souffrance Je t'aimerai toujours Tu es le sang qui bat dans mon coeur Avec tant de force et tant de vigueur Que ça m'obsède Mais c'est sans remède Je t'aimerai toujours Lancinante Cette idée me hante Je t'aimerai toujours Mon cœur gronde Plus que tout au monde Je t'aimerai toujours Tu es mon ciel et mon idéal Loin de toi le reste m'est égal Et ma hantise Est que tu dises un jour à ton tour Je t'aimerai toujours"
Je t'attends,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-t-attends.html,"Mes jours passent, mes nuits pleurent Et pleure le temps Ma raison sombre et se meurt Quand meurt le temps Ce temps mort que je regrette Tant et tant Car sans toi ma vie s'arrête Et je t'attends J'attends l'air que je respire Et le printemps J'attends mes éclats de rire Et mes vingt ans Mes mers calmes et mes tempêtes En même temps Car sans toi ma vie s'arrête Et je t'attends Je t'attends Viens ne tarde pas D'où que tu viennes, qui que tu sois Viens le temps est court Je t'attends Mon rêve inconnu Quel est ton nom, quel est ton but Le mien c'est l'amour Pour que mes jours se transforment Et que vraiment Ma vie par toi prenne forme A chaque instant Parce que le vide me hante Avec mon sang Comme un peintre je t'invente Et je t'attends Mes doigts par petites touches Font tes dents Avant de croquer ta bouche Éperdument Mais ces rêves ne me laissent Que tourments Car je traîne ma détresse Et je t'attends"
Je Te Donnerai,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-te-donnerai.html,"Je te donnerai A chaque seconde Tout l' amour du monde Qui sommeille en moi Je te donnerai Toutes les richesses Que notre jeunesse Garde au fond de soi Cela simplement Pour avoir encore Ton âme et ton corps Jusqu'au bout des temps Notre vie, je sais Fera sa fortune Des joies qu'une à une Je te donnerai Je te donnerai Pour nos nuits de fièvre Des mots que tes lèvres Me diront tout bas Je te donnerai Des instants de gloire Des cris de victoire Quand on s'aimera Pour que le bonheur Se colle à ma vie J'aurai du génie Pour combler ton coeur Notre amour parfait Sera magnifique Car c'est fantastique Ce que je te donnerai"
Je Te Réchaufferai,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-te-rechaufferai.html,"Le ciel tisse une couverture en laine L’été prépare ses quartiers d’hiver Mais n’aie pas peur de la froidure, Hélène Je te réchaufferai, je te réchaufferai Allons rêver sur les bords de la Seine S’il reste encore quelques petits coins verts Et si le fond de l’air est frais, Hélène Je te réchaufferai, je te réchaufferai En passant mon bras autour de ton épaule Et si malgré mon bras, la brise travaille À bien jouer son rôle Tu prendras mon chandail Si le temps malgré mon chandail de laine Venait troubler le calme de ta chair En te serrant tout contre moi, Hélène Je te réchaufferais, je te réchaufferais Mais si le vent soufflait à perdre haleine Nous irions vite abriter notre amour Et blottis dans notre grenier, Hélène Je te réchaufferais, je te réchaufferais Je fermerais fenêtres et persiennes Je bouclerais la porte à double tour Et en faisant une flambée, Hélène Je te réchaufferais, je te réchaufferais En offrant au feu tout le bois qu’il réclame Et s’il manque du bois je mettrai aussi Nos meubles dans les flammes Ne gardant que le lit Mais si le froid contre nous se déchaîne Et que le feu ne t’est d’aucun secours Par la chaleur de mon amour, Hélène Je te réchaufferai, je te réchaufferai Le ciel tisse une couverture en laine L’été prépare ses quartiers d’hiver Mais n’aie pas peur de la froidure, Hélène Je te réchaufferai, je te réchaufferai"
Je te regarde,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-te-regarde.html,"Je te regarde T’es ma télé, t’es mon ciné T’es mon théâtre Tu ne cesses de m’étonner Je t’idolâtre Moi, spectateur de tes pensées Les plus intimes Je te regarde Au saut du lit, c’est reparti De joies en peines Tu vas et viens et comme si T’entrais en scène Tu t’interprètes et joues ta vie Tu es sublime Souvent je pense Qu’au lieu de t’épouser Sur les écrans de France J’aurais pu t’admirer Mais grand Dieu quelle chance J’ai dans l’intimité Toutes tes performances En exclusivité Je te regarde Tu donnes aux rires et aux sanglots La même flamme Tu fais des phrases et dis des mots Comme on déclame Et j’ai Corneille et j’ai Feydeau À mon programme Je te regarde Changer de voix, changer d’emploi Varier les rôles Rien que pour nous, rien que pour moi Et trouve drôle Que ce talent vivant en toi Reste en coulisse Je te regarde À la lueur du projecteur De ma tendresse Et du regard comme du coeur Je te caresse Comme un fervent admirateur Croisant l’actrice Et quand, superbe Maquillée ou sans fard Délirante ou acerbe Tu maries avec art Et le geste et le verbe J’entonne des fanfares Et te tressant des gerbes Je t’accorde un oscar Je te regarde Parfois le doute me fait peur Crée des problèmes Mais vient ce temps où par bonheur Tu es toi-même Lorsque blottie contre mon coeur Tu cries je t’aime Je te regarde Je te regarde Comme je t’aime"
Je veux te Dire Adieu,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-te-dire-adieu.html,Et puisque d'autres mains sur ton corps impudique Sont venues prendre place où mes doigts ne sont plus Et puisque un autre cœur donne au tien la réplique Et que tes joies se fondent aux joies d'un inconnu Je veux te dire adieu Puisque tes reins se cambrent aux nouvelles étreintes Et que ta peau frémit sous un souffle nouveau Puisque un autre que moi peut arracher tes plaintes Faisant jaillir de toi des râles et des mots Je veux te dire adieux Et puisque sur sa couche tu nies mon existence En oubliant mon nom pour mieux crier le sien Que tu mords dans sa vie pour tisser ta jouissance En lui disant ces mots que je croyais les miens Blessé dans mon cœur même Et parce que je t'aime Je veux te dire adieu
Je Voudrais,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-voudrais.html,"Je voudrais pouvoir te donner Ton premier rêve, ton premier cri Je voudrai pouvoir te voler Ton cœur qui s'ouvre dans la vie Je voudrai si tu le permets Frôler ton âme par des mots fous Je voudrai mon Dieu si j'osais Poser mes mains là dans ton cou J'ai le front brûlant de fièvre Une angoisse au cœur quand je pense à toi J'ai la vie au bord des lèvres Écoute ma voix J'ai le front brûlant de fièvre Une angoisse au cœur quand je pense à toi J'ai la vie au bord des lèvres Écoute ma voix Je voudrais trouver dans tes yeux Ce que j'espère jour après jour Je voudrais et si tu le veux Nous pourrons rire avec l'amour"
Je Voyage,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-je-voyage.html,"Katia : Dis, que fais-tu là , mon soleil, sur ce banc, le regard perdu sous tes cheveux d'argent Charles : Je regarde fuir mes ultimes printemps emportés par mille chevaux blancs Je voyage, je voyage, vers les lieux bénis de ma vie de voyage en voyage, à travers erreurs et acquis sans bagage, par images, par le rêve et par la pensée de voyage en voyage, sur les vagues de mon passé Katia : Ce voyage dans les limites de vos regrets, de vos remords, est-ce un refuge, est-ce une fuite, ou bien une aventure encore ? Charles : Sur l'eau calme de mon âge, où l'orage ne tonne plus de virage en virage, vers mes plages de temps perdu je voyage Et toi jeune fille, aux sources de ta vie fugueuse à seize ans, que fais-tu par ici ? Katia : Je vais au devant du comprendre et savoir, voir la vie de l'envers des miroirs Je voyage, je voyage et je cours pour aller de l'avant de voyage en voyage, sac au dos, cheveux dans le vent, parfois folle, parfois sage, refusant les idées reçues de voyage en voyage, dans l'espoir de trouver un but Charles : Tu es l'enfant d'entre deux guerres, d'un monde cru, au désarroi d'hommes et de femmes de misère, sous le joug du chacun pour soi Katia : De rivage en rivage, pour des grèves à découvrir, de mirage en mirage, vers les rives de l'avenir Charles et Katia : Je voyage, je voyage, un peu plus de jours et de nuits de voyage en voyage, à travers rêve et insomnie par temps clair, ou d'orage, d'un pied léger ou d'un pas lourd de mirage en mirage, par la mémoire et par amour je voyage."
Jezebel,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-jezebel.html,"Jezebel... Jezebel... Ce démon qui brûlait mon cœur Cet ange qui séchait mes pleurs C'était toi, Jezebel, c'était toi. Ces larmes transpercées de joie, Jezebel, c'était toi... Jezebel, c'était toi... Mais l'amour s'est anéanti. Tout s'est écroulé sur ma vie, Écrasant, piétinant, emportant mon cœur, Jezebel... Mais pour toi, Je ferais le tour de la terre, J'irais jusqu'au fond des enfers. Où es-tu ? Jezebel, où es-tu ? Les souvenirs que l'on croit fanés Sont des êtres vivants Avec des yeux de morts vibrants encore de passé Mais mon cœur est crevé d'obsession. Il bat en répétant Tout au fond de moi-même Ce mot que j'aime, Ton nom... Jezebel... Jezebel... Mais l'amour s'est anéanti. Tout s'est écroulé sur ma vie, Écrasant, piétinant, emportant mon cœur Jezebel... Mais pour toi, Je ferais le tour de la terre, J'irais jusqu'au fond des enfers En criant sans répit, Jour et nuit, Jezebel... Jezebel... JEZEBEL..."
Jolies Mômes De Mon Quartier,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-jolies-momes-de-mon-quartier.html,"Mômes de mon quartier, tout mon passé s´éveille quand je pense Aux folies des jours où nos amours comblaient mon existence Malgré les années, j´ai préservé dans mon cœur, quoi qu'il fasse Comme un coin secret où nulle, jamais, n´a pris votre place Mômes de mes vingt ans, Ménilmontant, c'est loin mais c´est si proche Ces instants si doux qui laissent un goût aux lèvres d´un gavroche Comme un goût salé qui fait rêver et leur goût me rapproche Jolies mômes de mon quartier Mômes de mon quartier que j'ai serrées dans mes bras, plein d´ivresse Vous m'avez grisé mais j´ai gardé en moi votre jeunesse Les jours ont coulé sans déflorer, dans mon cœur et mon âme Les souvenirs purs, les aventures qu'on ne vit qu'à Paname Mômes de mes amours, de ces beaux jours, de ma tendre bohème Vous avez semé et le quartier, grâce à vous, est le même Tout parle à mon cœur et, plein d´ardeur, je sais que je vous aime Jolies mômes de mon quartier"
L'âge d'aimer,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-age-d-aimer.html,"L’âge d’aimer ça n’a pas d’âge Quinze ans, quarante ou davantage Tant que le coeur bat dans sa cage On a l’âge d’aimer C’est l’âge des années frivoles Où soudain la raison s’affole Lorsque le corps prend la parole On a l’âge d’aimer Si ta couleur n’est pas la mienne Si mon âge est distant du tien On s’aimera quoi qu’il advienne Nous avons l’âge de nos veines Et l’amour est notre destin Qui sait où commence, où s’arrête L’âge puéril, l’âge un peu bête Gravé dans nos coeurs et nos têtes ? L’âge d’aimer L’âge d’aimer Lorsqu’oubliant ses différences Le corps veut vivre ses violences La peau souffrant ses impatiences On a l’âge d’aimer À l’âge où le désir nous rive Quand la raison perd sa dérive Au cri d’un « qui m’aime me suive » On a l’âge d’aimer Vois notre sol devient nuage On a l’enfance au fond des yeux Quand on aime, on a le même âge Le coeur fomente des orages Et l’amour joue avec le feu Quinze ans, quarante ou davantage De voyage en vagabondage Quand je devrai tournant la page Émigrer de l’âge d’aimer Je n’aurai plus aucun courage Je serai plus vieux que le temps Aussi c’est désespérément Qu’avec toi je m’agrippe à l’âge Mon amour à l’âge d’aimer A l'âge d'aimer"
L'aiguille,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-aiguille.html,"Mon enfant, mon air pur Mon sang, mon espérance Mon ferment, mon futur Ma chair, ma survivance Tu ne perpétueras ni mon nom ni ma race Tout ce que j’ai bâti, je l’ai rêvé en vain Je quitterai ce monde sans laisser de trace Tes yeux ne s’ouvriront sur aucun lendemain L’aiguille dans ta veine éclatée Ta peau déchirée L’aiguille dans ton corps mutilé Crucifié L’aiguille de nos espoirs trahis Te clouant dans la nuit Sans vie Mon arbre, mon petit Qui peut dire à l’avance Où le bonheur finit Quand le malheur commence ? Le drame de la vie sans auteur ni dialogue Qui s’écrit à huis clos se joue à notre insu Les plaisirs innocents n’en sont que le prologue Les paradis promis ont l’enfer pour issue L’aiguille dans ta veine éclatée Ta peau déchirée L’aiguille dans ton corps mutilé Crucifié L’aiguille de nos espoirs trahis Te clouant dans la nuit Sans vie En regardant fleurir Tes printemps pleins de grâce Je n’ai pas sous tes rires Éventé tes angoisses Peut-être pas non plus assez dit que je t’aime Ni suffisamment pris le temps d’être avec toi Que tu as dû souffrir en secret de problèmes ! À présent c’est mon tour perdu dans mes pourquoi L’aiguille dans ta veine éclatée Ta peau déchirée L’aiguille dans ton corps mutilé Crucifié L’aiguille de nos espoirs trahis Te clouant dans la nuit Sans vie L’aiguille"
L'album de toi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-album-de-toi.html,"Quand je reste seul à Paris Qu’avec les enfants tu as pris La route fleurie des vacances Grâce à Dieu et à la magie De l’art de la photographie Je me sens moins seul que tu penses Je prends mon album et je l’ouvre Et l’instant suivant je te re-dé-cou-vre Toi joli bébé joufflu Serrant sur ton corps nu Un petit chiot fidèle Toi en larmes qui ruissellent Éperdue À l’entrée de la maternelle Toi au jour de tes dix ans Soufflant les yeux brillants Les bougies de ton âge Toi à quinze ans sur la plage Arborant Les fruits naissant de ton corsage Toi canotant sur un lac Toi sortant de la fac Toi faisant des grimaces Toi serrée contre quelqu’un Qu’un rasoir assassin A découpé la face Et me voilà Penché tout attendri Sur ces photographies Mal cadrées, désuètes Quand ému je feuillette Du coeur comme du doigt L’album de toi Toi ravissante au printemps Les cheveux dans le vent Roulant à mobylette Toi poussant la chansonnette Imitant Voix et gestes d’une vedette Toi pour un bal habillé Dans un décolleté Laissant peu de mystère Moi plutôt con à l’arrière Empoté Dans mon costume militaire Toi au premier rendez-vous Si le cliché est flou Ma main tremblait sans doute Toi dans l’église à Neuilly Le jour où sur un « oui » Dieu unissait nos routes Alléluia ! Bénis soient tes parents Qui ont pendant des ans Grâce à Nicéphore Niépce Eu le brillant réflexe De composer pour moi L’album de toi Toi férue d’écologie Défilant dans Paris Pour sauver la planète Toi coquine, toi coquette Une nuit De quatorze juillet en fête Toi débarquant à Roissy De vacances de ski La jambe dans le plâtre Toi rêveuse devant l’âtre Très diva Très héroïne de théâtre Toi dans de larges atours Posant avec humour Belle dans ta grossesse Toi serrant sur ton sein lourd Le fruit de notre amour Six livres de tendresse Et je suis là Qui colore en rêvant Ces vues en noir et blanc D’un beau livre d’images Et que page après page Vient enrichir pour moi L’album de toi Toi Que divers objectifs Ont saisie sur le vif Depuis ta prime enfance Au gré des circonstances Pour porter jusqu’à moi L’album de toi"
L'Amiral,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amiral.html,"L’Amiral veut couler la flotte L’Amiral veut tout foutre à l’eau Depuis qu’il sait que la culotte De sa femme est comme un drapeau Qui flotte au vent, qui flotte haut Au lit de bien des matelots Tandis qu’il rédige des notes Planqué derrière un grand bureau Amiral où est la marine ? Dans les dossiers de ton bureau Les bars du Cap et d’Indochine L’argent triché dans les tripots L’alcool de grain, le coup de poing Tout ça, c’est loin Mais c’était beau Amiral où est la marine ? Amiral où est ton bateau ? L’Amiral a perdu la tête L’Amiral a perdu le nord Il est loin le temps des conquêtes D’une fille dans chaque port À quelques noeuds de la retraite Il a voulu lier son sort Au sort d’une tendre nymphette Qui hélas ! a le diable au corps Amiral la terre était ronde La tienne est plate et sans grandeur Il y a tant de femmes au monde Qui pourraient réchauffer ton coeur Et le remplir Et de désirs Et de plaisirs Et de rumeurs Amiral la terre était ronde Amiral où est ton bonheur ? L’Amiral a beaucoup de peine L’Amiral est comme un enfant Il fait soudain des gestes obscènes Et dit des mots incohérents Il rit et pleure à tout moment Le ministère est sur les dents Faudrait pas que la presse apprenne Le sujet est trop important Amiral largue les amarres Et joue ta vie comme au poker Il vaut mieux mourir à la barre Debout et face à l’univers Comme un défi Droit comme un I Que dans un lit Froid et désert Amiral largues les amarres Oublies la fille Et prends la mer Amiral !"
L'amore,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amore.html,"E' la risposta all'ansietà Di ogni anima inquieta, Signore dei tuoi giorni Senza un vero perché, Terra di forza e di dolcezza, Campo di odio e tenerezza, L'amore. E' il punto fermo intorno a cui Vanno ruotando tutti, Nemico o amico non lo saiu, Che fugge o insegue te, Er privilegi che fa suoi, È l'imboscata in cui cadrai, L'amor, l'amor, l'amor, Questo amor. Non si sa come mnascerà, Nè perché di colpo si spegne, A volte prolunga i tuoi sogni O abbrevia la vita, chissà. E' questa folle incarnazione Di un ideale illusorio, Capolavoro e anatomia Del genio senza età, È piena luce o oscurità, È male ed è necessità, L'amor, l'amor, l'amor, L'amor, l'amor, l'amor, Questo amor."
L'amore E La Guerra,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amore-e-la-guerra.html,"Perché io dovrei ritornare alla guerra, Dopo quello che fu, dopo quello che so, Dove sono finiti gli eroi della guerra, Separati da noi, cercando verità. Primavera verrà lungo ali distese, Che passano nel ciel, alte sopra di noi E destano per me i sogni d'altri tempi, Illusioni che ormai non importano più. Ogni sogno crollo sulle armi dei padri, E la morte passò, seminata da noi. Ho capito oramai cosa resta da fare, Non contate su me se ricomincerà. Tutto il bene che può una donna che ama Non il ferro né il fuoco cambiare potrà. E il bene che tu hai per me che ti amo Contro tutti per noi io lo difenderò. E perché offrire la mia giovane vita Se la felicità è a due passi da noi. Per amarti vivrò, per amarti per sempre, Finché il sole verrà a brillare per noi"
L'amore E' Come Un Giorno,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amore-e-come-un-giorno.html,"L’amore è come un giorno Se ne va, se ne va… L’amore è come un giorno Abbagliato dal sole Tormentato dal vento Ubriaco di pioggia L’amore è come un giorno Se ne va, se ne va… L’amore è come un giorno Che sempre ti sorride Che porta la dolcezza Di una lunga carezza L’amore è come un giorno Se ne va, se ne va… L’amore è come un giorno Se ne va, se ne va… L’amore è come un giorno E parole mai dette È un felice momento Come un canto nell’aria L’amore è come un giorno Se ne va, se ne va… L’amore è come un giorno È sorridere ancora Ad un viso nel buio Che non è più lo stesso L’amore è come un giorno Se ne va, se ne va..."
L'amour,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour.html,"Il est la réponse aux questions De nos âmes inquiètes Et le maître des sensations Qui blanchissent nos nuits Terre de force et de faiblesse Semée de haine et de tendresse L'amour Il est le pôle d'attraction Qui fait tourner les têtes Et parfois selon l'occasion Le chat et la souris Mais conscient de ses privilèges En fin de compte il est le piège L'amour, l'amour L'amour, l'amour, l'amour L'amour, l'amour Mon amour On ne sait comment il fleurit Ni soudain pourquoi il s'achève Souvent il prolonge les rêves Parfois il écourte la vie Il est la folle incarnation De nos idées abstraites Le chef-d'œuvre de perfection D'un auteur de génie Il est fait d'ombre et de lumière Ce mal qui nous est nécessaire L'amour, l'amour L'amour, l'amour, l'amour L'amour, l'amour Mon amour"
L'amour a fait de moi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-a-fait-de-moi.html,"J'entendais d'puis mon jeune âge Mon papa qui me disait ""Prends bien garde aux femmes volages À l'amour et ses attraits"" J'avais ça dans la mémoire Je me croyais le plus fort Mais depuis hier quelle histoire J'ai changé mon sort L'amour a fait de moi un amoureux madame, madame L'amour a fait de moi c'est merveilleux madame, madame Il a fait de moi tout c'qu'il a voulu Quand j'y pense je n'me reconnais plus Non plus L'amour a fait de moi votre valet madame, madame L'amour a fait de moi un adepte de plus Qui s'promène simplement en rêvant dans les rues L'amour a fait de moi un amoureux de plus Je vais comme un somnambule Répétant votre prénom Les passants que je bouscule me disent ""Alors quoi, faîtes attention"" Je ne sais ce qu'il se passe J'crois vous voir à chaque pas Et les femmes que j'embrasse Je n'les reconnais pas L'amour a fait de moi un amoureux madame, madame L'amour a fait de moi c'est merveilleux madame Ahh, madame Il a fait de moi tout, tout, tout c'qu'il a voulu Quand j'y pense je ne me reconnais plus Non plus, L'amour a fait de moi votre valet madame, L'amour a fait de moi un adepte de plus Qui s'promène simplement en rêvant dans les rues L'amour a fait de moi, oui L'amour a fait de moi, ah L'amour a fait de moi Un amant plein de joies"
L'amour A Fleur De Coeur,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-a-fleur-de-coeur.html,"Quand la nuit se délaie dans l'aurore naissante Que le jour peu à peu étale sa clarté Je m'éveille parfois pour mieux te contempler Quand tu reposes encore en des poses innocentes Bien souvent indécentes Mêlées de pureté Mon cœur est fou de joie quand il peut te surprendre Étendue sans défense, alanguie, sans pouvoir Tu ressembles à l'enfant qui sourit sans savoir Et murmure les mots impossibles à comprendre J'ai l'amour à fleur de cœur Et mon cœur veille ta couche Vit sur ma bouche Qui veut crier Et réveiller Ton sommeil lourd Car j'ai le cœur à fleur d'amour J'ai l'amour à fleur de cœur Et des joies crevées d'angoisses Qui me surpassent Et c'est normal Ça me fait mal Quand vient le jour Car j'ai le cœur à fleur d'amour Toi qui souris Rêvant à je ne sais qui Au fond tu ne sais pas Tout ce qui se passe en moi J'ai l'amour à fleur de cœur Qui me fait souffrir sans trêve Lorsque tu rêves Paisiblement Toi mon tourment Toi ma douleur Quand j'ai l'amour à fleur de cœur"
L'amour Bon Dieu L'amour,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-bon-dieu-l-amour.html,"L’amour bon Dieu l’amour vainqueur ou bien perdant L’amour je veux dormir, l’amour faut que je rentre L’amour avec les yeux, l’amour avec le ventre L’amour à contrecoeur, l’amour à contretemps L’amour bon Dieu, l’amour présenté par parents Avec un vieux débris en attendant qu’il lâche L’amour en viager pour le magot qu’il cache Où jeunesse et beauté s’offrent au plus mourant L’amour avec des hauts, avec des bas de soie Avec une ingénue, avec une cocotte L’amour à la cosaque en conservant ses bottes L’amour de cinq à sept, l’amour à la papa L’amour bon Dieu l’amour qui rend fou qui rend fort Dans la paille ou le foin avec une sultane Les jupes retroussées comme une paysanne Et qui du bouche à bouche conduit au corps à corps L’amour bon Dieu l’amour ça tourne à l’obsession Chacun à sa façon le voit et l’interprète Il encombre les coeurs, il fait tourner les têtes Se glisse dans les lits et les conversations L’amour bon Dieu l’amour qu’on fait à temps perdu L’amour sain, l’amour jeu, l’amour entre deux portes Celui qui met à plat et celui qui transporte Avec des accessoires ou avec les mains nues L’amour en travesti en faux cul et faux seins L’amour fleur d’oranger qui appelle sa mère L’amour, viens je te prends sous la porte cochère L’amour hurle moins fort, pense un peu aux voisins L’amour bon Dieu l’amour on y revient toujours Tous comme l’assassin sur le lieu de son crime Déchiré mais heureux d’être encore sa victime Car on n’atteint jamais de sommets sans amour L’amour bon Dieu l’amour c’est aussi le bonheur C’est l’attente mêlée de joies et de souffrances C’est la porte qui s’ouvre et l’être qui s’élance C’est l’espoir qui fleurit là où le doute meurt L’amour bon Dieu l’amour c’est l’âme en mille éclats C’est des yeux qui se cherchent et des mains qui se pressent C’est un mot murmuré infini de tendresse C’est le don permanent de son coeur et de soi Ce sont les volets clos deux ombres dans la nuit Qui pudiquement nues se gorgent de je t’aime Réinventant des jeux qui sont toujours les mêmes Qui sèment le plaisir et font germer la vie L’amour bon Dieu l’amour c’est l’espoir qu’un beau jour Un être auréolé de grâce et de mystère Vienne nous emporter aux confins de la terre Où nous n’existerons qu’au seul nom de l’amour"
L'amour c'est comme un jour,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-c-est-comme-un-jour.html,"Le soleil brille à pleins feux Mais je ne vois que tes yeux La blancheur de ton corps nu Devant mes mains éperdues Viens, ne laisse pas s'enfuir Les matins brodés d'amour Viens, ne laisse pas mourir Les printemps, nos plaisirs L'amour c'est comme un jour Ça s'en va, ça s'en va l'amour C'est comme un jour de soleil en ripaille Et de lune en chamaille Et de pluie en bataille L'amour c'est comme un jour Ça s'en va, ça s'en va l'amour C'est comme un jour d'un infini sourire Une infinie tendresse Une infinie caresse L'amour c'est comme un jour Ça s'en va mon amour Notre été s'en est allé Et tes yeux m'ont oublié Te souviens-tu de ces jours Où nos cœurs parlaient d'amour ? Nous n'avons pu retenir Que des lambeaux de bonheur S'il n'y a plus d'avenir Il nous reste un souvenir L'amour c'est comme un jour Ça s'en va, ça s'en va l'amour C'est comme un jour de soleil en ripaille Et de lune en chamaille Et de pluie en bataille L'amour c'est comme un jour Ça s'en va, ça s'en va l'amour C'est comme un jour d'un infini sourire D'une infinie tendresse D'une infinie caresse L'amour c'est comme un jour Ça s'en va mon amour"
L'amour et la guerre,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-et-la-guerre.html,"Pourquoi donc irais-je encore à la guerre Après ce que j'ai vu, avec ce que je sais ? Où sont-ils à présent les héros de naguère ? Ils sont allés trop loin chercher la vérité Quel que soit le printemps, les cigognes reviennent Tant de fois, le cœur gros, je les ai vues passer Elles berçaient pour moi des rêveries anciennes Illusions d'un enfant dont il n'est rien resté Toutes les fleurs sont mortes aux fusils de nos pères Bleuets, coquelicots, d'un jardin dévasté J'ai compris maintenant ce qu'il me reste à faire Ne comptez pas sur moi, si vous recommencez Tout ce que l'on apprend dans le regard des femmes Ni le feu, ni le fer n'y pourront jamais rien Car l'amour et lui seul survit parmi les flammes Je ferai ce qu'il faut pour défendre le mien Pourquoi donc irais-je offrir ma jeunesse Alors que le bonheur est peut-être à deux pas ? Je suis là pour t'aimer, je veux t'aimer sans cesse Afin que le soleil se lève sur nos pas"
"L'amour Et La Guerre (1Ère Partie) (Bof ""tu Ne Tueras Point"")",https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-et-la-guerre-1ere-partie-bof-tu-ne-tueras-point.html,"Pourquoi donc irais-je encore à la guerre Après ce que j'ai vu, avec ce que je sais ? Où sont-ils à présent les héros de naguère ? Ils sont allés trop loin chercher la vérité Quel que soit le printemps, les cigognes reviennent Tant de fois, le cœur gros, je les ai vues passer Elles berçaient pour moi des rêveries anciennes Illusions d'un enfant dont il n'est rien resté Les fleurs de ce printemps se fanent sur les tombes De tous ceux qui jamais ne reverront l'été Sur leurs noms inconnus le silence retombe Nul ne saura plus rien de ce qu'ils ont été Toutes les fleurs sont mortes aux fusils de nos pères Bleuets, coquelicots, d'un jardin dévasté J'ai compris maintenant ce qu'il me reste à faire Ne comptez pas sur moi, si vous recommencez"
"L'amour Et La Guerre (2Ème Partie) (Bof ""tu Ne Tueras Point"")",https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-l-amour-et-la-guerre-2eme-partie-bof-tu-ne-tueras-point.html,"En levant les yeux vers le ciel de France Je n'y vois plus passer que les oiseaux blessés Qui ne comprennent rien, pas même leurs souffrances A travers ces enfers qu'ils ont dû traverser A présent que la mort est un mal qui voyage Les hommes de vingt ans n'aiment plus les bateaux Qui leur indiquera le chemin du courage ? Qui leur dira pourquoi on y laisse sa peau ? Les enfants d'aujourd'hui grandiront bien trop vite Pour être les héros d'on ne sait quel combat Le bonheur peut venir à ceux qui le méritent Les hommes d'aujourd'hui ne le méritent pas Le chemin qui conduit aux plus belles victoires N'a jamais traversé aucun des champs d'honneur Si c'est avec le sang que l'on écrit l'Histoire Il n'en restera plus pour faire battre nos coeurs Tuer des innocents qui meurent sans comprendre Sans haine au fond du coeur et sans savoir pourquoi Ne peut être pour nous le chemin qu'il faut prendre Les temps sont bien finis de mourir pour le Roi"
