title,url,paroles
Dis-moi que tu m' aimes,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dis-moi-que-tu-m-aimes.html,"Dis-moi que tu m’aimes Dis-moi que tu m’aimes Dis-moi que tu m’aimes fort Et qu’aucun problème Comme aucun dilemme Ne peut changer notre accord Dis-moi dans un râle Jusqu’aux aubes pâles Quand mon corps brise ton corps Dis-moi, dis-moi Que tu m’aimes et qu’ivre Sous mon poids tu vibres Quand je te possède encore Dis-moi que tu m’aimes Dis-moi que tu m’aimes Dis-moi que tu m’aimes et viens Mettre le désordre Dans mon âme et mordre Ma chair et griffer mes reins À l’heure où mes lèvres Te troublent et t’enfièvrent Que ton corps se livre au mien Dis-moi, dis-moi Que tu m’aimes et chaude Viens quand l’amour rôde Pour jouer à quatre mains Dis-moi que tu m’aimes Dis-moi que tu m’aimes Moi je t’aime à en mourir Quand je te pénètre Je sens en mon être Des joies qui me font souffrir Je brûle et m’enflamme Je suis corps et âme Esclave de tes désirs Dis-moi, dis-moi Que tu m’aimes et forte Viens fermer la porte Sur l’enfer de nos plaisirs Dis-moi que tu m’aimes Dis-le-moi si même L’amour est sans avenir"
Dix ans trop tôt,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dix-ans-trop-tot.html,"Nous nous sommes aimés Dix ans trop tôt Nous n’avions pas encore Fait nos dents de sagesse À s’aimer à plein corps Jusqu’à mourir d’ivresse Nous nous sommes aimés Comme on se jette à l’eau Nous nous sommes aimés Dix ans trop tôt Et dans le tourbillon Des erreurs de jeunesse Ignorants, nous avons Profané la tendresse Nous nous sommes aimés Nous nous sommes aimés Moins de coeur que de peau Je vis ma liberté au fil des aventures Explorant le bonheur en flâneur, en touriste Me cognant bien souvent le coeur contre les murs Lorsque ton souvenir me cueille à l’improviste Nous nous sommes aimés Dix ans trop tôt Et je pense souvent Avec mélancolie Que le premier serment Vous marque pour la vie Moi je reste marqué Au fer de ce fiasco Nous nous sommes aimés Dix ans trop tôt Nous nous sommes aimés Dix ans trop tôt Nous étions impatients De dévorer le monde L’amour est non voyant Quand les plaisirs l’inondent Nous nous sommes aimés Le coeur en porte-à-faux Nous nous sommes aimés Dix ans trop tôt Au temps des inconscients Et merveilleux tumultes Plus tout à fait enfants Pas tout à fait adultes Nous nous sommes aimés Nous nous sommes aimés Souvent qu’à demi-mot Lorsque je te rencontre au cours d’une soirée Chez des amis communs, volubile et à l’aise Sublime, épanouie dans ta maturité Je te dis en blaguant comme entre parenthèses Nous nous sommes aimés Dix ans trop tôt Dix ans qui t’ont pétrie De corps, de coeur et d’âme Et qui ont converti L’adolescente en femme Tu ris sans te douter Que j’en ai le coeur gros Nous nous sommes aimés Dix ans trop tôt"
Dolorès,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dolores.html,"Sans doute je ne serais pas qui je suis Je ne serais pas où j'en suis Si je n'avais jamais connu Dolorès Sans doute je n'aurais jamais réussi Je n'habiterais pas Passy Si je n'avais jamais connu Dolorès Pour elle Il me tardait d'être vainqueur Pour elle Je me suis durci jusqu'au cœur, Jusqu'au cœur Sans doute, je n'avais rien d'un ambitieux En aurais-je été moins heureux Si je n'avais jamais connu Dolorès Sans doute me serait-il même arrivé De passer mon temps à rêver Si je n'avais jamais connu Dolorès Sans doute j'aurais vécu simple et normal Je n'aurais pas fait tant de mal Si je n'avais jamais connu Dolorès Pour elle J'ai su ce que valaient les gens Pour elle J'ai su ce que pouvait l'argent Tout l'argent Sans doute Je n'aurais pas tant de millions Mais j'aurais quelques illusions Si je n'avais jamais connu Dolorès Ma route Va parfois se perdre un instant Dans quelque coin calme et charmant Où je parviens à oublier Dolorès J'écoute Le chant des oiseaux dans les bois Et ça me rappelle autrefois Les merveilleux printemps d'avant Dolorès Je l'aime Et depuis qu'elle m'a quittée C'est d'elle, que je me venge en vérité Sans pitié Personne Ne saura combien j'ai souffert Je ne suis plus qu'un homme amer Voilà tout ce qu'a fait de moi Dolorès Mais si demain je retrouvais Dolorès Je sais bien que je reprendrais Dolorès"
Donne D'oggi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-donne-d-oggi.html,"Con un aria da Poco meno che Ventenne E morbosita Che ti fa drizzar Le antenne Un’ epidemia Da cui nessun uo- -mo é indenne Oh donne doggi voi Donne piu che mai All’ estate poi Abbronzate anda- -te in giro Indossando la Leggerezza di un Respiro Io mi sento gia Con i denti da Vampiro Oh donne d’oggi voi Donne piu che mai Ma l’immaginazione pero Resta li a meta,non risolve mai Puoi buttare via Ogni strategia D’azione Che argomenti per Far della conver- -sazione Un po’ d’anni fa Ti bastava una Canzone Ho donne d’oggi voi Donne piu che mai Con l’instinto di Chi possiede e non Divide Di regina che Sceglie,mela in poi L’uccide Dalla mela in poi E la donna che Decide Oh donne d’oggi voi Donne piu che mai Una se ne va Con maestosita Superba L’altra un arma fa Di un esilita Acerba E io alla mia eta Mi risento ancor In erba Oh donne d’oggi voi Donne piu che mai Ma l’immaginazione pero’ Resta li a meta,non risolve mai Mille fantasie Che sopra di voi Ricamo Sbaglio accento e Mi dichiaro un po- -ligamo E poi sia che sia Fino alla follia Vi amo Oh donne d’oggi voi Donne piu che mai"
Donne Donne-Moi Ton Coeur,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-donne-donne-moi.html,"Donne donne-moi ton cœur vide d'amour Pour combler le mien qui attend ton amour Allez donne donne et ne dis rien Même si demain Tu dois le reprendre Donne donne-moi le droit de t'enlacer Te serrer très fort et puis de t'embrasser Allez donne donne et détends-toi Entre nous pourquoi Te défendre Ne prends pas je t'en supplie l'air étonné Ne fais pas semblant de ne pas savoir Tu sais, que j'attends un espoir Tu sais, ce dont je veux parler Aussi, donne donne-moi ton cœur pour y verser Le trop-plein d'amour que tu m'as inspiré Allez donne donne et tu verras Ce que tu verras Lorsque tu seras Mon amour ma joie Blottie tendrement entre mes bras Donne donne-moi ton cœur et parle-moi Dis-moi simplement les mots qui sont en toi Allez dis, dis-moi doucement Presque en chuchotant Ces mots à l'oreille Donne donne-moi le droit à tes côtés De fermer les yeux afin de mieux rêver Allez dis, dis pour que ta voix S'infiltrant en moi M'émerveille J'ai beau te parler tu ne me réponds pas Si c'est par excès de timidité Tu vois le plus dur est passé Tu vois j'ai fait le premier pas Aussi, donne donne-moi ton cœur pour y verser Le trop-plein d'amour que tu m'as inspiré Allez donne donne et tu verras Ce que tu verras Lorsque tu seras Mon amour ma joie Blottie tendrement entre mes bras"
Donne Tes Seize Ans,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-donne-tes-seize-ans.html,Viens donne tes seize ans Au bonheur qui prend forme Pour que ton corps d'enfant Peu à peu se transforme Viens n'hésite pas Mets ta main Dans ma main Tendrement Et donne tes seize ans Viens donne tes seize ans Aux amours éternelles C'est le plus beau printemps De la vie qui t'appelle Viens au creux de moi Mets ta joue Sur ma joue Tendrement Et donne tes seize ans. Un jour Lorsque la vie aura fané nos jours Un jour Nous penserons qu'il fut bien court Le printemps des amours Viens donne tes seize ans A ta fureur de vivre Le chemin des amants Est le seul qu'il faut suivre Viens donne ton coeur Mon amour A l'amour Qui attend Pour prendre tes seize ans. Et donne tes seize ans Donne tes seize ans.
Donnez-nous Aujourd'hui,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-donnez-nous-aujourd-hui.html,"Le grain ne peu germer, le ciel semble en révolte L'implacable soleil brûle de tous ses feux L’œuvre de la nature, étouffant la récolte Sur la terre assoiffée qui se meurt peu à peu Les charrues délaissées se couvrent de poussière Les ruisseaux sont à sec et les puits sont taris Et le cœur des humains que guette la misère Se tourne vers le ciel pour implorer la pluie Le monde est à genoux et les lèvres murmurent La prière au Seigneur maître de tous destins La voix des pauvres gens se mêle aux voix impures Donnez-nous aujourd'hui notre pain quotidien Donnez-nous aujourd'hui notre pain quotidien On manquera de vin s'il n'y a pas de grappe On manquera de pain s'il n'y a pas de blé Et la terre mourra, déjà qu'elle est malade Le soleil brillera triste et désemparé On verra les humains traîner leurs ombres pâles Les bêtes squelettiques étendues sur le flanc Et la terre séchée en poussière abandonnée du temps Le monde est à genoux et les lèvres murmurent La prière au Seigneur maître de tous destins La voix des pauvres gens se mêle aux voix impures Donnez-nous aujourd'hui notre pain quotidien Donnez-nous aujourd'hui notre pain quotidien Nous ne demandons rien hormis le droit de vivre Nous ne demandons rien d'impossible vois-tu Notre sol est stérile nous voulons qu'il revive Tu peux si tu le veux lui rendre ses vertus Un peu moins de soleil, un peu plus de nuage Que le vent pousserait ridant notre horizon Ferait naître l'espoir changeant nos paysages Voués à la famine et la désolation Regarde-les mon Dieu, ils ont courbé la tête Humbles et repentis ils te cherchent sans fin Par leurs voix qui font chœur et sans cesse répètent Donnez-nous aujourd'hui notre pain quotidien Donnez-nous aujourd'hui notre pain quotidien"
Dopo L'amore,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dopo-l-amore.html,"Dopo un ora d'amor Noi siamo tutto il mondo E qualcosa di noi, e', l'istinto che fa Unire gli amori, incuranti del resto E sento passar, le tue dita leggere Che poni su di me con finta ingenuita' Adesso che noi ci perdiamo Ad ascoltar, lunghi silenzi Dopo l'amor,noi non siamo piu' soli, Dopo l'amor, tu respiri con me, E restiamo cosi, Solo noi, a sognar, Felici di nulla Io e te, lo stesso sorriso Dopo l'amor, Siamo un essere solo Dopo l'amor Io ti vedo così Ogni cosa e' un perche', E rimani con me Dopo l'amore, Per continuare a sognar."
Dormir Avec Vous Madame,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dormir-avec-vous-madame.html,"Dormir avec vous madame Dormir avec vous C’est un merveilleux programme Demandant surtout Un endroit discret madame Entre chien et loup Madame À l’écart des mélodrames Des « Ciel ! Mon époux ! » Dormir avec vous madame Dormir avec vous Aux heures où monsieur se pâme À faire des sous Vous déshabiller madame Froisser vos dessous Madame Vous faire vibrer de l’âme Du corps et de tout Dormir avec vous madame Dormir avec vous Mon Dieu, c’est je le proclame Mon voeu le plus doux Et de votre peau madame Prendre un soin jaloux Madame En usant toute la gamme Des bisous, bisous Dormir avec vous madame Dormir avec vous Posséder ce corps de femme À m’en rendre fou Ignorant ce qui se trame En dehors de nous Madame Mettre tous vos sens madame Sens dessus dessous Et brûler de mille flammes En mille remous Madame Voilà ce que je réclame Et un point c’est tout"
Dormir Con Usted,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dormir-con-usted.html,"Dormir con usted Madama Dormir con usted Es un pasmoso programa Que pide a la vez Mucha discrecion Madama Con el conyuge Madama Evitando melodramas De toda indole Dormir con usted Madama Dormir con usted Mientras su senor se afana a ganar parné Arrugandolé Madama La ropa tal vez Madama Hacerle vibrar el alma Y el cuerpo a su vez Dormir con usted Madama Dormir con usted Es Dios mio lo proclamo Mi voto mujer Acariciarle Madama Besarle la piel Madama Usando todo la gama Del beso a granel Dormir con usted Madama Dormir con usted Poseerla,ser el amo De un cuerpo de miel Y demostrarlé mi flama Hasta enloquecer Madama Con los sentidos Madama En revolucion Arrullados en la cama De nuestra pasion Madama Eso es lo que yo reclamo Y sanseacabo"
"Dormire Con Lei, Signora",https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dormire-con-lei-signora.html,"Dormire con lei signora Dormire con lei L'ipotesi gia mi ispira Io ci proverei Qui fuori citta,signora Lontani si va,signora C'é la giungla,l'avventura Dalle tre alle sei Dormire con lei,signora Dormire con lei Si sa,suo marito adora Il golf e i tornei Quanta biancheria,signora Che scivola via,signora Per fare volare encora Nudi i sogni miei Dormire con lei,signora Dormire con lei Lo voglio,lo spero,giuro Su tutti gli dei E le sue belta,signora Non le sciuperei,signora Ma nel vaso di pandora Io mi affogherei Dormire con lei,signora Dormire con lei Ho un cuore che si innamora Non cerca trofei Di noi chi lo sa,signora Che cosa accadra,signora Un po' di pazzia,signora Questo io vorrei E come sara l'aurora Guardata con lei,signora Gli scrupoli alla malora Basta dire OK"
Dors,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dors.html,"Tu as tout pour être aimée Visage et corps sans défauts Des milliers de qualités Et vertu plus qu'il n'en faut Mais, car il y a un mais Qui remet tout en question Dés que tu es éveillée Et jusque sous l'édredon Tu ne fais que discuter Moi je n'ai pas de répit Et plus je t'entends parler Et plus je bénis mes nuits Où tu dors, dors, dors mon amour Dors, quand tu dors, je t'adore mon amour Dans un sursaut d'énergie Je te demande souvent Veux-tu t'arrêter chérie Tu me réponds gentiment: ""Tu n'entendras plus ma voix Je ne dis plus rien du tout "" Pourtant c'est plus fort que toi Tu ne peux tenir le coup Et quelques instants plus tard Tu recommences à parler Et continue jusqu'au soir Où tu t'écoules épuisée Et tu dors, dors, dors mon amour Dors, quand tu dors, je t'adore mon amour Mais comme nous nous aimons Beaucoup plus qu'à la folie Je te fais des concessions Car j'en ai pris mon parti Pourtant je songe parfois Qu'une petite aphonie Un rien d'extinction de voix Changerait toute ma vie Ces choses-là je le sais Sont des rêves sans espoir Mais j'ai un rêve secret C'est de devenir plus tard Sourd, sourd, complètement sourd mon amour"
Douce,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-douce.html,"Douce oh! ma douce Qu'es tu devenue Ma douce oh! ma douce Partie ou perdue Ma douce oh! ma douce Mes jours d'autrefois Je les regrette Douce oh! ma douce Quand on a vingt ans Ma douce oh! ma douce On a bien le temps Ma douce oh! ma douce De se quereller Il faut oublier Reviens, pardonne-moi reviens Redonne-moi la main Puisque tu sais bien Que tout mon être t'appartient Douce oh! ma douce Depuis ton départ Ma douce oh! ma douce Je vis dans l'espoir Ma douce oh! ma douce D'entendre ton pas Mais tu ne viens pas Douce oh! ma douce Quand tu reviendras Ma douce oh! ma douce Ce sera gala Ma douce oh! ma douce Nous irons danser Toute la nuit sans penser Douce oh! ma douce Et jusqu'au matin Ma douce oh! ma douce Avec les copains Ma douce oh! ma douce Nous serons là pour Fêter ton retour Reviens je t'aime encore reviens Contre mon corps et rien Ne me changera Et mon coeur se contentera D'un lit de mousse Sous un humble toit Ma douce oh! ma douce Et toi dans mes bras Ma douce oh! ma douce Toi et notre amour Pour combler mes jours"
Dove C'è,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-dove-c-e.html,"E' qui nella tua stanza Che lo sguardo si posa, Dove scopro ogni cosa Che rassomiglia a te, Ritratti di antenati In un'assurda posa, Le tue lenzuola rosa Che sanno di lillà. Ed è qui dove c'è, Dove c'è, dove c'è, dove c'è, Ed è qui dove c'è, Dove c'è, dove c'è, Ed è qui dove c'è L'amore tuo per me. E qui sopra il tuo cuore Sulla tua pelle bianca C'è quello che ci manca, Quando non sei con me E milioni di idee, Che non ho mai saputo, Il mondo sconosciuto Che non riveli mai. Ed è qui dove c'è, Dove c'è, dove c'è, dove c'è, Ed è qui dove c'è, Dove c'è, dove c'è, Ed è qui dove c'è L'amore tuo per me."
E Tu Strafai,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-e-tu-strafai.html,"E tu strafai e in verità Esattamente mai nessuno saprà Se è un brutto vizio Oppure una qualità, Fra l'uno e l'altra si confonde. Cosa vuoi mai, tu vieni e vai E ti affatichi sempre più che tu puoi, Io sono un figlio e non un uomo per te, La tirannia infondi su di me. E tu strafai ancor di più Per i pranzetti che mi elabori tu E ti commuovi se per te mando giù Pantagrueliche portate. Se dico no per sobrità Diventi triste, io non insisterò Sapendo che ne piangeresti sennò Mangio da capo finché mi strozzerò. E tu strafai, non c'è perché, Nel lucidare tutti i giorni i parquets Tenendo pronte le pattine per me Che mi fan perder l'eqiilibrio A spolverar, a lucidar Ti dai da far. Se non so dove star E vado a letto per lasciarti sfogar Togli i cuscini che sono da cambiar. E tu strafai, che assurdità, Se solo un colpo o due di tosse darò, A letto zitto e buono mi troverò Con le ventose sulla schiena. Come un buldog sorvegli me, Con il termometro a portata di te, E che lo voglia o no mi fai buttar giù Quella schifezza che hai preparto tu. E tu strafai, tu strafai, E io non vedo quando la smetterai, Ma in fondo spero che tu non cambierai Perché è per questo che ti amo. Le tue virtù, la tua allegria, E la freschezza che nascondi per me Non danno un attimo di noia con te, E se tu esageri, e se tu esageri, È anche vero che piaci a me"
Ecrire,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-ecrire.html,"Rêver, chercher, apprendre N'avoir que l'écriture et pour Maitre et pour Dieu Tendre à la perfection à s'en crever les yeux Choquer l'ordre établi pour imposer ses vues Pourfendre Choisir, saisir, comprendre Remettre son travail cent fois sur le métier Salir la toile vierge et pour mieux la souiller Faire hurler, sans pudeur, tous ces espaces nus Surprendre Traverser les brouillards de l'imagination Déguiser le réel de lambeaux d'abstraction Désenchainer le trait par mille variations Tuons les habitudes Changer, créer, détruire Pour briser les structures à jamais révolues Prendre les contrepieds de tout ce qu'on a lu S' investir dans son Oeuvre à Coeur et corps veux Tu. Écrire ta peur de sueur, d'angoisse Souffrant d'une étrange langueur Qui s'estompe parfois mais qui refait bientôt surface Usé de sa morale en jouant sur les moeurs Et les idées du temps Imposer sa vision des choses et des gens Quitte à être pourtant maudit Aller jusqu'au scandale Capter de son sujet la moindre variation Explorer sans relâche et la forme et le fond Et puis l'oeuvre achevée, tout remettre en question Déchiré d'inquiétude Souffrir, maudire Réduire l'art à sa volonté brulante d'énergie Donner aux sujets morts comme un semblant de vie Et lâchant ses démons sur la page engourdie Écrire, Écrire Écrire comme on parle et on crie Il nous restera ça Il nous restera ça"
Ed Io Tra Di Voi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-ed-io-tra-di-voi.html,"Lui, di nascosto, osserva te Tu sei nervosa vicino a me Lui accarezza lo sguardo tuo Tu ti abbandoni al gioco suo E io, tra di voi, se non parlo mai Ho visto già tutto quanto Ed io, tra di voi, capisco che ormai La fine di tutto è qui Lui sta spiando che cosa fai Tu l'incoraggi perché lo sai Lui sa tentarti con maestria Tu sei seccata che io ci sia E io, tra di voi, se non parlo mai Osservo la vostra intesa E io, tra di voi, nascondo così L'angoscia che sento in me Lui, di nascosto, sorride a te Tu parli forte, chissà perché Lui ti corteggia malgrado me Tu ridi troppo, hai scelto già E io, tra di voi, se non parlo mai Ho gonfio di pianto il cuore E io, tra di voi, da solo vedrò La pena che cresce in me Oh, no, non è niente, forse un po' di fatica Cosa vai a pensare? Al contrario È stata una magnifica serata Sì, sì, una magnifica serata!"
El Amor Gloton,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-el-amor-gloton.html,Te quiero con glotonería Y estás tan rica corazón Te encuentro gusto a golosinas Que en mi niñez robada yo Mi tierna gula te codicia Fruto prohibido rara miel Yo pruebo a besos la delicia De los sabores de tu piel Te quiero con glotonería Mis ojos muerden tu manjar Fluye en tus labios la poesía De un vino ardiente y manantial Bebiéndote yo viviría Siempre embriagado en tu licor Te quiero con glotonería Y pido más amas amor te adoro con glotonería Oh mi patito al estragón Tu cuerpo es mí bomboneria Tus labios queman como el ron Y me das hambre noche y día Y ti deseo hasta el templo Abrázame querida mía Te quiero con glotonería mi amor
El Barco Ya Se Fue,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-el-barco-ya-se-fue.html,"El barco ya se fué,sobre el mar en bonanza La ola se alejo cual serpiente veloz Las aves al volar en lo alto se llaman En el viento del sur lo que oigo es tu voz Lo que oigo es tu voz la ola viene y va a mis piés en la arena Y repite por vez el llanto del adios Para siempre jamas,me dicta la condena Inmensa como el mar que crece entre los dos Que crece entre los dos El barco ya se fué el mar esta en calma y la brisa del sur exhala con dulzor Un lamento al tocar el arpa entre las palmas Y yo mirando el mar voy oyendo tu voz Voy oyendo tu voz Esperando que el sol otra vez amanezca Que su rayo otra vez acaricie mi piel Y que vuelva mi bien y por fin aparezcas Eres tu la que espero y me rindo a tus pies Y me rindo a tus pies La que yo espero Y me rindo a tus pies"
Elle,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-elle.html,"Elle C’est le nom toujours gravé Dans mon coeur et dans mes pensées Que rien au monde ne peut jamais effacer Elle C’est l’ange providentiel Qui un jour m’est tombé du ciel Pour donner à ma vie blessée Le goût des rêves oubliés Elle C’est la source qui jaillit Au coeur de mes printemps ternis La fleur sauvage qui Est le sel de ma vie Elle C’est mon unique horizon Ma seule chance et ma raison De vivre et crier ma passion Sur tous les tons Elle À qui les ombres de la nuit font peur Qui, quand l’orage tonne sa fureur Vient se blottir tremblante sur mon coeur Elle Si fragile et si forte à la fois Qui sans effort m’a soumis à sa loi Et sans compter m’a fait le don de soi Elle Hante mes nuits et mes jours Avec humour, avec amour D’un bonheur fait de joie Rien que pour elle et moi Moi Dont elle comble à tout jamais Par son charme et par ses attraits Bien qu’au fond j’en doutais parfois Un monde merveilleux pour moi Elle Hante mes nuits et mes jours Avec humour, avec amour D’un bonheur fait de joie Rien que pour elle et moi Moi Dont elle comble à tout jamais Par son charme et par ses attraits Bien qu’au fond j’en doutais parfois Un monde merveilleux pour elle et moi"
Elle A Le Swing Au Corps,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-elle-a-le-swing-au-corps.html,Elle a le swing au corps Le rythme dans la peau Chaque nuit elle sort Pour filer illico Vers un lieu sans confort Un humide caveau Où ça balance à mort Où le jazz coule à flots La garce Elle a le swing au corps Le rythme dans la peau Et ses joues se colorent Quand un brumeux saxo Alto ou bien ténor Flirte avec le piano Qui plaque des accords Elle trouve ça beau Vraiment beau La garce Le coeur en équilibre Fixant les musiciens Chaque nuit elle vibre Jusqu’au petit matin Tandis que je persiste Attendant son retour Elle oublie que j’existe Le monde elle l’ignore Elle le dit très haut La musique est son sport Et ses plus beaux cadeaux Sont ces airs qu’elle adore Modernes ou bien vieillots Elle a le swing au corps Le rythme dans la peau Dans la peau La garce Elle a le swing au corps Le rythme dans la peau Elle tient sans effort Jusqu’au dernier écho Des instruments sonores Qui malgré ses bravos Se rangent et font le mort Elle en a jamais trop Jamais trop La garce Elle a le swing au corps Le rythme dans la peau Quand la nuit se déflore Dans le matin nouveau Elle rentre aux aurores Par le premier métro En fredonnant encore Bien qu’elle chante faux Vraiment très faux La garce Tandis que las d’attendre Je me suis endormi Elle vient me surprendre Dans la chaleur du lit De sa peau douce et nue Elle réveille en moi Des envies retenues Gourmande et sans remords Elle se coule au chaud Et déploie des trésors De caresses et de mots Dès lors je perds le nord Sous ses fiévreux assauts Car même en ses rapports Elle tient le tempo Le tempo La garce Elle a le swing au corps Disons le diable au corps Et l’amour dans la peau Dans la peau La garce
Embrasse-Moi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-embrasse-moi.html,"Des lueurs au fond de tes yeux Un regard trouble et malicieux Qui veut me suggérer des choses Embrasse-moi Un corps lascif et alangui Des gestes faits au ralenti Qui prennent d'affolantes poses Embrasse-moi Moi j'ai la gorge contractée Je reste comme hypnotisé Tandis qu'en moi monte une fièvre Embrasse-moi Quand mon coeur sur écran géant Fébrilement fait un gros plan Sur ta langue au bord de tes lèvres Embrasse-moi Comme on mord dans un fruit Et partons dans la nuit De nos amours Embrasse-moi Jusqu'à la déraison Quand nos lèvres n'auront Plus de contour J'ai soif de toi, de tout Du confort de la bouche Du désordre farouche De ton corps tendre et fou Embrasse-moi Je veux par tes baisers Trouver l'éternité Entre tes bras Embrasse-moi Dans un malaise merveilleux Tu me fais partager des jeux Où tu te révèles géniale Embrasse-moi Entre deux battements de coeur J'entends ta voix qui de bonheur L'amour aidant devient un râle Embrasse-moi Pudique dans ta nudité De tes fantasmes libérée Tu n'es plus tout à fait la même Embrasse-moi Quand pour moi dans un tourbillon De feu, de chair et de passion Tu réinventes tes ""Je t'aime"" Embrasse-moi Comme on mord dans un fruit Et partons dans la nuit De nos amours Embrasse-moi Jusqu'à la déraison Quand nos lèvres n'auront Plus de contour J'ai soif de toi, de tout Du confort de la bouche Du désordre farouche De ton corps tendre et fou Embrasse-moi Je veux par tes baisers Trouver l'éternité Entre tes bras Embrasse-moi"
Emmenez-moi,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-emmenez-moi.html,"Vers les docks où le poids et l'ennui Me courbent le dos Ils arrivent le ventre alourdi De fruits les bateaux Ils viennent du bout du monde Apportant avec eux Des idées vagabondes Aux reflets de ciel bleu De mirage Traînant un parfum poivré De pays inconnus Et d'éternels étés Où l'on vit presque nu Sur les plages Moi qui n'ai connu toute ma vie Que le ciel du Nord J'aimerais débarbouiller ce gris En virant de bord Emmenez-moi Au bout de la terre Emmenez-moi Au pays des merveilles II me semble que la misère Serait moins pénible au soleil. Dans les bars à la tombée du jour Avec les marins Quand on parle de filles et d'amour Un verre à la main Je perds la notion des choses Et soudain ma pensée M'enlève et me dépose Un merveilleux été Sur la grève Où je vois tendant les bras L'amour qui comme un fou Court au-devant de moi Et je me pends au cou De mon rêve Quand les bars ferment, que les marins Rejoignent leur bord Moi je rêve encore jusqu'au matin Debout sur le port Emmenez-moi Au bout de la terre Emmenez-moi Au pays des merveilles Il me semble que la misère Serait moins pénible au soleil Un beau jour sur un rafiot craquant De la coque au pont Pour partir je travaillerai dans La soute à charbon Prenant la route qui mène A mes rêves d'enfants Sur des îles lointaines Où rien n’est important Que de vivre Où les filles alanguies Vous ravissent le coeur En tressant m'a-t-on dit De ces colliers de fleurs Qui enivrent Je fuirai laissant là mon passé Sans aucun remords Sans bagage et le coeur libéré En chantant très fort Emmenez-moi Au bout de la terre Emmenez-moi Au pays des merveilles Il me semble que la misère Serait moins pénible au soleil Emmenez-moi Au bout de la Terre Emmenez-moi Au pays des merveilles Il me semble que la misère Serait moins pénible au soleil"
En revenant de Québec,https://paroles2chansons.lemonde.fr/paroles-charles-aznavour/paroles-en-revenant-de-quebec.html,Un garçon solitaire Marchait sans trop s'en faire En revenant de Québec Quand il vit souriante Une jolie passante En revenant de Québec Elle marchait légère Il se dit j'aimerai faire Un brin de chemin avec Mademoiselle en campagne Devenez ma compagne Souffrez que je vous accompagne En revenant de Québec Elle avait 18 ans Un corps charmant Les yeux troublant Une jolie frimousse Et lui avait du style Un beau profil Avec ça il Avait une voix très douce Pour mieux faire connaissance Ils ralentirent le pas Elle marchait à distance Il la prit par le bras Un couple solitaire Marchait sans trop s'en faire En revenant de Québec Elle était souriante Comme elle était charmante En revenant de Québec Pris d'une ardeur bizarre Soudain sans crier gare Il lui vola un bec Elle restait indécise Profitant de sa surprise Il lui reprit d'autres bises En revenant de Québec L'amour avec audace Dans le cœur prit sa place En revenant de Québec Comme il était sincère Bien vite ils se marièrent En revenant de Québec Bientôt dans la famille Il y eut une petite fille Et un garçon avec Et jugez de leur aubaine Au bout de cinq ans à peine Ils en eurent une douzaine En revenant de Québec En revenant de Québec
